"","Player_Season_Team","Nationality","PC1","PC2","PC3","PC4","Cluster"
"41","Alexander Johnson_2012_LIA",1,6.18159519998675,-1.37750059599918,-2.04155479952022,-0.25512898145884,"2"
"42","Aymard-Caha Walsh_2012_JIA",1,-1.25687673936437,0.953380152426995,-1.88754541056981,0.267557795169242,"5"
"43","Blake Ahearn_2012_DON",1,2.18788064454888,4.97073257032001,0.331794592384895,-2.6649002305169,"1"
"44","Charles Gaines_2012_SZD",1,7.47075786301361,-0.707948401636761,0.497147922494197,1.65522348315327,"2"
"45","Chris Daniels_2012_QIN",1,6.2282939744106,0.0674693324927524,0.241086158176772,-0.557844236422725,"2"
"46","D.J. White_2012_SDS",1,4.61767748704504,-1.05383568105434,1.61519038120459,1.2651114048719,"2"
"47","Darnell Jackson_2012_XIN",1,4.5489737920113,-1.16682680023362,0.277878190021799,0.858053410026975,"3"
"48","Dewarick Spencer_2012_JIL",1,1.70112246881853,4.5138899331324,0.875453340212871,-0.0725769384377812,"1"
"49","Donald Sloan_2012_GST",1,2.36217370529015,2.23847445094805,-1.42237340165447,0.899866172371865,"1"
"50","Donnell Harvey_2012_TIA",1,5.18880445024375,-0.475312602543997,0.564439252128507,1.14255076758994,"2"
"51","Doron Perkins_2012_GFD",1,2.78304051668477,2.21150767638972,-2.55347933643533,1.97680094540022,"1"
"52","Eddy Curry_2012_ZCB",1,7.51304584310184,-1.6443940704047,-0.673648283688815,-1.21944215179178,"2"
"53","Garret Siler_2012_JIA",1,5.32855829226303,-2.76000464317194,0.307775395127632,0.262763071073583,"3"
"54","Gary Forbes_2012_ZGL",1,5.505233220701,3.66220553527374,-0.574848762177912,-1.94468881652274,"1"
"55","Gilbert Arenas_2012_SDS",1,2.85353956207712,2.50610629119832,0.670782549061286,-1.52368591542006,"1"
"56","Hamady Ndiaye_2012_TIA",1,4.60667586103375,-4.07724279412718,1.71198468204583,0.351523724692136,"3"
"57","Ike Diogu_2012_GST",1,3.52318807317265,-1.62507685668313,0.405343373632358,0.0718859136167833,"3"
"58","Jackson Vroman_2012_SHA",1,3.77987305598259,-1.60000769000812,-1.4293743213774,1.47141951093421,"3"
"59","James Singleton_2012_XIN",1,2.45334439320668,-0.267522968010897,1.06100114982467,0.685653740120198,"3"
"60","Josh Akognon_2012_LIA",1,1.16897831053351,5.05171678246899,0.826771958305738,-1.66354319570781,"1"
"61","Lester Hudson_2012_DON",1,2.73825887475715,5.03115696934504,0.313193644354695,-1.35209904307134,"1"
"62","Marcus E. Williams_2012_SZD",1,5.48350328350826,2.96915308746815,-1.09734367848101,-0.683807823956462,"1"
"63","Marcus Haislip_2012_DON",1,2.75753133153941,1.08975802473619,3.05781236667154,-0.449006675901062,"4"
"64","Michel Madanly_2012_GFD",1,-0.0590357168882948,2.56009347774673,0.936854741102244,-0.129280178245821,"4"
"65","Mike Harris_2012_JIA",1,3.98233938046725,1.59688443819338,1.54810384396692,0.817472772271856,"2"
"66","Peter John Ramos_2012_ZGL",1,5.23630415484931,-1.85306311857943,1.09858415094805,0.0624509648987005,"2"
"67","Pooh Jeter_2012_SHA",1,1.71654707721029,5.30376723426617,-0.40307581634941,0.155246135538149,"1"
"68","Quincy Douby_2012_ZCB",1,3.52271439684804,4.65479072963061,0.100099865127114,-0.307913829861043,"1"
"69","Randolph Morris_2012_BSD",1,6.42383869163606,-0.448572284570298,0.155106921521561,0.0801952527831945,"2"
"70","Rashad McCants_2012_GFD",1,0.258443671165165,3.10066773493191,1.18198285882355,-1.28253964066069,"4"
"71","Sam Daghles_2012_TIA",1,0.888433032251722,2.80047364901078,-1.63781194420373,1.23762765864978,"4"
"72","Sam Hoskin_2012_JIL",1,5.77000899432126,-1.21337808108186,-0.000711493341784553,0.383462363541521,"2"
"73","Shavlik Randolph_2012_GFD",1,8.13513852828065,0.375187454401969,0.348173463533663,-1.32117167466412,"2"
"74","Solomon Jones_2012_LIA",1,3.34376127397774,-2.04002368972266,1.84458770167166,1.70614889069745,"3"
"75","Stephon Marbury_2012_BSD",1,3.85394075696141,4.36156436643427,-1.42138672358308,0.0606622395509072,"1"
"76","Sundiata Gaines_2012_FUJ",1,2.9307145879904,3.24604832704574,-1.19730843046388,-0.63789670110073,"1"
"77","Terrence Williams_2012_GST",1,2.33618792084871,3.46403914852439,0.356305511346908,-0.314344691596049,"1"
"78","Tracy McGrady_2012_QIN",1,5.70092533377796,2.61624710273518,-1.32516119348089,-1.12180011734325,"1"
"79","Von Wafer_2012_XIN",1,1.70738101072356,3.79510113693914,2.02326401386545,-0.677992836053913,"1"
"80","Will McDonald_2012_FUJ",1,3.42081987221069,0.010001027598429,0.723281515172426,0.396127166229649,"3"
"81","Zaid Abbas_2012_SHA",1,3.55433247895524,-0.445557232471314,-0.474722865221338,1.73344136542207,"3"
"82","Bobby Brown_2013_DON",1,3.30516565282885,4.84667988323405,-0.395180460535523,-0.947666786787311,"1"
"83","Charles Gaines_2013_SZD",1,6.94026817345493,-0.978322563184686,-0.151065094500597,0.309049563527275,"2"
"84","Chris Johnson_2013_ZGL",1,4.77363536545697,-1.65947195066189,1.62226401962051,1.31038154439015,"3"
"85","D.J. White_2013_SICH",1,3.505640217188,-1.20138540845262,1.36901192512754,0.913229422164322,"3"
"86","Damien Wilkins_2013_BSD",1,3.67253157255683,1.57613492282245,-0.609383230858953,-0.338022094686917,"1"
"87","Darnell Jackson_2013_SDS",1,4.40598617270744,-0.872340060791495,0.589375656772742,0.694609201293539,"2"
"88","Delonte West_2013_FUJ",1,3.02613941915862,3.63993707116222,-1.42701965432493,1.47784217029348,"1"
"89","Denzel Bowles_2013_JIL",1,5.91490632626665,-0.561032386631042,0.730473884075294,0.548995245865863,"2"
"90","Dewarick Spencer_2013_ZCB",1,2.43511883007276,4.06170776701517,1.35504681833574,-0.328895699645283,"1"
"91","Dominique Jones_2013_LIA",1,3.64490322260662,3.89528260958112,-1.67764132414156,0.199850421598422,"1"
"92","Donnell Harvey_2013_SHA",1,4.30865678187537,-1.23372478096737,0.807305307396932,1.28332641112888,"3"
"93","Donte Greene_2013_DON",1,4.19131406006049,0.720667666631916,0.882986690566358,-1.95966942539882,"2"
"94","Gerald Fitch_2013_GFD",1,2.10429648388329,3.04739826058052,-0.48323322094694,-1.1739914030083,"1"
"95","Hakim Warrick_2013_LIA",1,5.50699192455677,-0.780725900103751,0.12547981856871,0.145357415795883,"2"
"96","Hamed Haddadi_2013_SICH",1,3.94709260820786,-1.55052374772045,1.02723419179455,0.517716446869455,"3"
"97","Ivan Johnson_2013_ZCB",1,5.02197954581789,2.66657397465098,-0.506733215390793,-1.09943360980754,"1"
"98","Jackson Vroman_2013_JIA",1,5.15885520791092,-0.544494414210948,-2.01557793362816,1.81928971235792,"2"
"99","James Singleton_2013_XIN",1,3.48271169324425,-0.0774914231610108,1.33436211817908,0.314788194891482,"3"
"100","Jerel McNeal_2013_ZCB",1,2.32564915119618,3.30439859592462,-2.5659858704839,1.00601688901982,"1"
"101","Jonathan Gibson_2013_ZGL",1,4.54356071033023,5.35993023911519,-1.60931663662164,-1.96109829771434,"1"
"102","Josh Akognon_2013_QIN",1,0.98597607283402,5.73007042418039,-0.482540141724438,-1.7739223664857,"1"
"103","Josh Powell_2013_GST",1,2.95424493075643,-1.57961112998046,0.354065473058492,0.852886026086733,"3"
"104","Khalif Wyatt_2013_GST",1,0.688235010330043,3.66571122234378,-1.06132611271071,-0.51664333418331,"1"
"105","Lance Thomas_2013_GFD",1,4.56013689921106,-0.490045367174277,0.245396111185492,0.966145057681465,"2"
"106","Leon Rodgers_2013_JIL",1,3.57310699816662,2.74104876395146,0.407044466584369,-2.16992895065603,"1"
"107","Lester Hudson_2013_XIN",1,2.21309811781465,4.32406361930972,0.418668182132904,-0.485060117384066,"1"
"108","Marcus E. Williams_2013_SZD",1,5.73112525567992,2.82872291647352,-1.43859000941739,0.553330616388871,"1"
"109","Marcus Haislip_2013_JIA",1,2.56547767801218,0.677314172891972,2.15399967667938,-0.752677504314474,"4"
"110","Mike Efevberha_2013_SICH",1,4.27305332704407,3.46273567381402,0.469730089892705,-1.49608456807064,"1"
"111","Peter John Ramos_2013_QIN",1,4.83049682852012,-1.85958712906654,0.678582269947086,-0.231171470898952,"3"
"112","Pooh Jeter_2013_SHA",1,1.70112726381526,5.08110694981299,-0.17516617887878,-0.234353640510456,"1"
"113","Quincy Douby_2013_SDS",1,2.65055145498592,3.48412173472992,0.769659545493366,0.967464884049074,"1"
"114","Randolph Morris_2013_BSD",1,7.32288954978471,-0.0150844410113166,-0.760392897605806,-0.115078981282082,"2"
"115","Royal Ivey_2013_GST",1,0.112039602927427,1.17407987820413,-1.26443628212058,0.729553933239928,"5"
"116","Sam Daghles_2013_JIL",1,-0.3985812169205,2.20855599901312,-1.35626487286767,1.20914040016298,"5"
"117","Samad Nik Bahrami_2013_FUJ",1,-0.367939945571267,1.56161172324394,0.677471174955195,1.16067919547576,"4"
"118","Sani Sakakini_2013_QIN",1,3.52882517105196,-0.574292367093964,0.608311847171926,1.62738097013692,"3"
"119","Sebastian Telfair_2013_TIA",1,2.44591918946384,5.30711666129779,-1.45922262793651,-1.64246143459698,"1"
"120","Shelden Williams_2013_TIA",1,5.76291714272168,-1.35149487059895,0.621432397562613,1.10872154794199,"2"
"121","Stephon Marbury_2013_BSD",1,2.90501206595804,3.28203701257489,-1.5025450134029,-0.266245301948014,"1"
"122","Tony Mitchell_2013_JIL",1,4.23336506042088,1.93149049527066,1.32775850467235,-0.700654395088741,"1"
"123","Will McDonald_2013_FUJ",1,2.73034438460598,-0.490994878031248,1.23805024633326,0.275473266690978,"3"
"124","Zaid Abbas_2013_TIA",1,2.15367669348952,-0.781579891460466,-0.313186840817789,1.45626849422673,"3"
"125","Andray Blatche_2014_XIN",1,6.23790966002376,2.44377857710578,0.0345928455983233,0.453685963415628,"2"
"126","Arnett Moultrie_2014_JIA",1,3.61495445861678,-0.290441207181047,2.01101858210808,1.65170220023012,"3"
"127","Arsalan Kazemi_2014_BEIK",1,3.77120563597919,-0.496849939887763,-1.99545375067163,2.09826362923559,"3"
"128","Bernard James_2014_SDS",1,6.29532132285137,-2.13438758833181,1.04752805647414,0.887256620494557,"2"
"129","Bobby Brown_2014_DON",1,2.83369411004246,4.81682730874211,-0.0360201573794831,-1.15498977335725,"1"
"130","Brandon Costner_2014_TONG",1,3.57814647987469,3.38927332575161,0.624113411898757,-3.0237920858239,"1"
"131","Charles Gaines_2014_ZCB",1,6.40240575590866,-1.11299744441249,0.69390656795437,1.25596161086117,"2"
"132","Chris Daniels_2014_GST",1,2.35287751082443,-1.2328980165949,0.353388340154315,-0.0202504824006389,"3"
"133","Chris Johnson_2014_ZCB",1,3.70530007497878,-1.45174922296932,1.5943580878207,1.52132167907634,"3"
"134","Chris Singleton_2014_JIA",1,5.0588182848595,0.448312432057092,-0.149305437145962,1.28228417026733,"2"
"135","D.J. White_2014_FUJ",1,2.49586083239596,-0.633197573522612,1.49961952363856,0.552017302556258,"3"
"136","Daniel Orton_2014_SICH",1,4.81401562168316,-1.57099434344,-0.46730887337665,-0.12452837024578,"3"
"137","Denzel Bowles_2014_JIL",1,5.86136946246925,-1.30466393273597,1.85857132642361,0.992724494355155,"2"
"138","Deon Thompson_2014_LIA",1,4.82316390723888,-0.971993206675057,0.66957389412252,1.14592993416674,"2"
"139","Dominique Jones_2014_JIL",1,5.01870093104522,5.23586641823749,-0.95400309105585,-0.550158571009841,"1"
"140","Dwight Buycks_2014_TIA",1,3.65420367960163,3.86492250556216,-1.43380107078825,0.270009227826001,"1"
"141","Earl Clark_2014_SHA",1,4.77738567168144,2.59581954018293,2.32024781190246,-1.40029722178673,"1"
"142","Eli Holman_2014_ZGL",1,5.14690097320957,-1.70683210538404,1.45598727772534,1.77129583506041,"2"
"143","Emmanuel Mudiay_2014_GST",1,3.22841400637573,2.68938959768911,-1.47643394164515,1.04962842559503,"1"
"144","Errick McCollum_2014_ZCB",1,6.15533635136925,4.46236441429828,-0.757534493439422,-0.884279969767783,"1"
"145","Fadi El Khatib_2014_GFD",1,3.04342529415724,1.87668138198913,0.188776065836866,-0.196952819708931,"1"
"146","Hamed Haddadi_2014_QIN",1,5.68967019727057,-2.01293445018226,0.877495950305911,0.502686657847268,"2"
"147","Ike Diogu_2014_DON",1,4.83864120205926,0.120369927371121,1.54651353080511,-0.939239290347518,"2"
"148","Jamaal Franklin_2014_ZGL",1,4.93890265168176,3.81491526439375,-1.38566651568137,-1.8318367827304,"1"
"149","Jeff Adrien_2014_GST",1,3.04749900933998,-1.78493437132844,0.862968609820307,1.72609691241459,"3"
"150","Jeremy Tyler_2014_SZD",1,7.51902832866191,-1.19096188850494,-0.026683625526474,0.335028957167145,"2"
"151","J'mison Morgan_2014_BEIK",1,2.33475457415478,-3.40507156988236,0.826972856610522,0.787505303976868,"3"
"152","John Lucas_2014_FUJ",1,0.42930890969126,4.44999000863625,0.669468594809854,0.89916175399117,"4"
"153","Josh Akognon_2014_GFD",1,0.30713960837922,5.42939882876029,1.55368379787151,-0.973412294575315,"1"
"154","Josh Harrellson_2014_BEIK",1,1.49218071800311,0.377014682796799,1.83484350080235,0.134321343480399,"4"
"155","Justin Dentmon_2014_QIN",1,1.96048875538501,5.29116906829821,0.277628833341381,-0.962882534664249,"1"
"156","Kevin Murphy_2014_ZGL",1,4.0281892305437,1.94570230977792,-1.36799276925042,-2.2260681321725,"1"
"157","Lester Hudson_2014_LIA",1,2.20798155333204,5.22237921791477,0.144795809456509,-0.121632793957513,"1"
"158","Mahdi Kamrany_2014_TONG",1,-0.0508493398235892,3.4398796068906,-1.30003069263259,1.72138167904814,"4"
"159","Metta World Peace_2014_SICH",1,2.84704950543909,2.4708513188036,0.389177482521944,-0.977634720313927,"1"
"160","Michael Beasley_2014_SDS",1,5.41641812656475,2.387453407164,-0.555108169071663,0.161941399283145,"1"
"161","Michel Madanly_2014_JIL",1,-0.856471659217441,3.22316010675714,1.91095644916952,0.6898381637186,"4"
"162","Mike Efevberha_2014_SICH",1,3.24533221966207,3.53689979695423,0.795502276816002,-1.05574590381533,"1"
"163","Mike Harris_2014_QIN",1,3.49183497979017,1.53952765687665,1.63450571300459,0.22704746422242,"2"
"164","Miroslav Raduljica_2014_SHA",1,6.48825753443236,-0.466375318754587,-1.20226920699582,-0.169546653647626,"2"
"165","Pooh Jeter_2014_SHA",1,0.893652651315487,4.64572845623549,0.534600708016281,0.366566074180691,"1"
"166","Quincy Douby_2014_TIA",1,4.60647575284563,4.2612068849915,-0.28520162261862,-1.09643628309918,"1"
"167","Randolph Morris_2014_BSD",1,7.83875719091134,-0.425120277030478,-0.550519845001565,-0.106667120619642,"2"
"168","Sebastian Telfair_2014_XIN",1,0.798604564054512,5.15533818859798,-0.949849697871641,-2.41651006640148,"1"
"169","Shelden Williams_2014_TIA",1,6.08986257263512,-1.42804768879448,0.583757989778936,0.778494395296423,"2"
"170","Stephon Marbury_2014_BSD",1,1.4956096234054,3.02825503205257,-1.45147438896266,0.722078123598649,"1"
"171","Toney Douglas_2014_JIA",1,1.6143995477664,4.49571298323291,0.394697141980527,-0.361033339211656,"1"
"172","Viacheslav Kravtsov_2014_GFD",1,5.02982453177795,-2.81167646434522,0.821875426331953,0.158889117864381,"3"
"173","Von Wafer_2014_SZD",1,2.8505938735041,4.01804185568078,1.10851918080152,0.562232135184995,"1"
"174","Will Bynum_2014_GST",1,2.02927958905058,4.75610286673493,-1.74470909440432,-0.160762971508787,"1"
"175","Will McDonald_2014_TONG",1,6.47840381217901,-0.524528130372112,-0.608439938091424,-0.687891912090335,"2"
"176","Willie Warren_2014_BEIK",1,6.09222503251714,3.97419512275289,-2.02200872656573,-0.726015711820663,"1"
"177","Zaid Abbas_2014_SZD",1,1.75243990970933,-1.40401239315681,0.0489593321754836,1.59419702198983,"6"
"178","A.J. Price_2015_SDS",1,1.72340032072569,4.95261848682693,1.26525621363251,-1.33021208712433,"1"
"179","Alan Williams_2015_QIN",1,8.16956226039431,-2.00364147538107,0.261957812006259,0.78785637621383,"2"
"180","Andray Blatche_2015_XIN",1,5.84557924128928,1.73028898827071,-0.637854215785212,0.0968389259761914,"2"
"181","Andrew Goudelock_2015_XIN",1,0.057558901700933,3.487828193062,2.04598860666753,0.0354709447279619,"4"
"182","Bernard James_2015_SDS",1,4.75928687034358,-2.65103272329799,1.19814925398614,0.434948696456962,"3"
"183","Bobby Brown_2015_DON",1,1.57770063280268,5.13983816788842,0.375256807243643,-1.72633418184185,"1"
"184","Casper Ware_2015_TIA",1,1.47581718298071,4.45336991687334,-0.249934797471767,-1.17064218192122,"1"
"185","Charles Gaines_2015_ZCB",1,5.92054081028571,-1.49341628280692,0.672029992810752,0.677934615660768,"2"
"186","Dominic McGuire_2015_DON",1,3.67226322691999,-0.128110120405076,0.706253760623442,0.264744837486559,"3"
"187","Dominique Jones_2015_SZD",1,5.22451139695693,4.72637092294453,-1.83810800712797,-0.316413128473532,"1"
"188","Dorell Wright_2015_BEIK",1,3.21386249547856,3.49900270404873,2.12288638235493,-0.871473732397018,"1"
"189","Dwight Buycks_2015_FUJ",1,2.33393855042407,3.20100385853472,-0.402948012567538,1.51067398392247,"1"
"190","Eli Holman_2015_ZGL",1,5.43803206414482,-2.05107898028403,1.96101434749167,1.50608319780436,"2"
"191","Esteban Batista_2015_BEIK",1,6.26471668152769,-0.118513231193875,-0.616774695814053,1.18161727160484,"2"
"192","Fadi El Khatib_2015_FUJ",1,2.32512769686666,1.97370680890506,0.936061298145529,0.339190219408612,"4"
"193","Greg Oden_2015_JIA",1,6.5345885990226,-4.18173674692484,1.18894158069277,-0.153534890356862,"3"
"194","Hamed Haddadi_2015_SICH",1,5.35613619777964,-1.36852565019336,0.251839218688199,0.892540472010171,"2"
"195","Ike Diogu_2015_GST",1,2.07374042219559,0.784322730527143,2.42119885226021,-0.916863861285209,"4"
"196","Jabari Brown_2015_GFD",1,5.34854297710614,3.94320885357905,-0.595999570387055,-2.78279883862026,"1"
"197","Jamaal Franklin_2015_SZD",1,6.26686592216633,5.48717746007071,-2.54903287067085,-0.46929762371042,"1"
"198","Jason Maxiell_2015_TIA",1,5.49514409463076,-1.55224151283576,1.08043197264405,0.598778250874589,"2"
"199","Jeremy Pargo_2015_ZGL",1,2.25888502408175,4.16682344092008,-0.671898368198802,0.365328325023677,"1"
"200","Jeremy Tyler_2015_FUJ",1,5.4490020167044,-1.19378413257059,0.798772145517724,-0.0254101199322429,"2"
"201","Jerome Jordan_2015_TONG",1,5.22134544761992,-1.45681804911065,1.51902498256178,0.772472884187413,"2"
"202","Jerrelle Benimon_2015_GFD",1,5.26805383035702,0.11969572862844,-0.0248340365496149,0.246978713067334,"2"
"203","Jonathan Gibson_2015_QIN",1,4.79042040603478,5.82629250415201,-0.162998140439521,-2.23252038562352,"1"
"204","Jordan Crawford_2015_TIA",1,5.25684090093277,5.32090763067962,1.80792496696422,-2.29128156553464,"1"
"205","Josh Akognon_2015_JIL",1,1.36180954397948,4.99275217788492,1.27196899882966,-1.0023585406964,"1"
"206","Justin Carter_2015_GST",1,1.88530558951192,2.01915655458979,-0.25370974056076,-0.00795246745521322,"4"
"207","Justin Dentmon_2015_SICH",1,1.72893470839856,4.97237272677427,0.0474876695392231,-1.1384177914848,"1"
"208","Lester Hudson_2015_LIA",1,1.20013376474786,4.70936582610782,1.00583446199314,0.0426000144117383,"1"
"209","Liam McMorrow_2015_TONG",1,4.74940311441807,-2.7552912456662,-0.273484678967798,-0.888936197350877,"3"
"210","Mahdi Kamrany_2015_BEIK",1,0.636363780796313,4.20479301261152,-1.43520946735821,1.08059262096763,"1"
"211","Marcus E. Williams_2015_JIL",1,5.62131942095991,1.51280361893109,-0.311010391707236,1.46626820367472,"2"
"212","MarShon Brooks_2015_JIA",1,2.94425465470289,4.24810939542052,1.31797511662485,0.168564289257187,"1"
"213","Michael Beasley_2015_SHA",1,6.70534968670983,1.91992803257506,0.931284412715106,0.872936956245659,"2"
"214","Mike Harris_2015_SICH",1,3.3771771222111,2.48498163084523,2.69794129122785,-0.116102729081519,"1"
"215","Peter John Ramos_2015_JIL",1,6.19042151409061,-2.16909119697619,0.866980430949599,-0.468757655677448,"2"
"216","Pooh Jeter_2015_SHA",1,1.43991966228971,6.10779638403757,-0.368276047606854,-0.534899183942083,"1"
"217","Randolph Morris_2015_BSD",1,7.45128915658232,-0.57857891011618,-0.324164819266178,-0.370093203295952,"2"
"218","Samad Nik Bahrami_2015_ZCB",1,0.575440133606409,2.08866694643895,0.600674255496738,0.639310162097751,"4"
"219","Samuel Dalembert_2015_SZD",1,4.69956667710989,-2.87196505642876,1.45958044674525,0.564975856369736,"3"
"220","Sani Sakakini_2015_TONG",1,4.51143154785046,0.0264555760251157,0.687311527626059,1.41651947670768,"2"
"221","Shavlik Randolph_2015_LIA",1,5.9687316050153,-0.0782913127555517,1.14571085961842,-0.711096218266981,"2"
"222","Stephon Marbury_2015_BSD",1,1.49265850606197,3.9424788202062,-0.907006788939695,0.674027605627499,"1"
"223","Von Wafer_2015_TONG",1,1.68998339169304,4.20105951155895,1.26514643334677,-0.510401158224747,"1"
"224","Will Bynum_2015_GST",1,0.927775355608908,3.83455624075678,-1.8417891600873,1.52621752045982,"4"
"225","Willie Warren_2015_ZCB",1,3.95358756374555,3.7357255489189,-0.672957356089977,-0.275209994334906,"1"
"226","Yancy Gates_2015_SZD",1,3.58544254924636,-1.50976294681311,1.29579920436709,1.615808925133,"3"
"227","Alex Stepheson_2016_GFD",1,4.53727841399543,-3.17458204823796,1.16609465226206,0.211058997020029,"3"
"228","Andray Blatche_2016_XIN",1,6.42160684320664,1.57909955972484,-0.127004906669685,0.13563320041,"2"
"229","Ben Bentil_2016_XIN",1,2.26013192516295,1.35183053897326,1.04320890018518,-1.8934415092906,"1"
"230","Cady Lalanne_2016_ZCB",1,4.80447763069954,-1.56641491057347,2.25114072018329,-1.49868182758318,"3"
"231","Carlos Boozer_2016_GST",1,4.72870669090064,-1.10981914984852,0.668743816287642,0.766385516637742,"2"
"232","Courtney Fortson_2016_ZGL",1,3.56265243894826,5.27986582588358,-1.73871662019312,0.302063438411013,"1"
"233","D.J. Kennedy_2016_GFD",1,4.82914153130976,1.83451260069459,-0.938615389080225,1.23107706756767,"2"
"234","Darius Adams_2016_XIN",1,2.48363058138854,6.19101108307735,-0.0809720161521193,-0.975827745925568,"1"
"235","Dominique Jones_2016_QIN",1,4.59412868145677,3.35594399060314,-0.206704617476801,-0.125138512729376,"1"
"236","Donald Sloan_2016_GST",1,1.77401165707278,3.97501209463519,-0.171323209890316,0.422669903261686,"1"
"237","Dwight Buycks_2016_FUJ",1,1.64561135831783,4.25797172364299,-0.184996197543929,0.186191187108947,"1"
"238","Eli Holman_2016_ZGL",1,4.42878595054907,-1.75892807071689,1.14408424310866,1.39674611671041,"3"
"239","Errick McCollum_2016_BEIK",1,5.90636342824378,4.41381702206355,-0.589598711909988,-1.17282157140923,"1"
"240","Esteban Batista_2016_BEIK",1,5.55113163299256,-1.40566038063763,-0.239067423638941,1.34761255725274,"2"
