"","Player_Season_Team","Nationality","PC1","PC2","Cluster","Player","Season","Team.x"
"1679","XiaoYu Liu_2017_BSD",0,-0.493610193116865,1.13667330380191,5,"XiaoYu Liu",2017,"BSD"
"1680","Xining He_2017_BEIK",0,-0.829404659374393,0.167272781789812,5,"Xining He",2017,"BEIK"
"1681","Xinkai Wang_2017_GST",0,-4.2166703172779,0.0630889164567864,7,"Xinkai Wang",2017,"GST"
"1682","Xu Yufeng_2017_SICH",0,-0.235966148886409,-2.46401449766654,8,"Xu Yufeng",2017,"SICH"
"1683","Xudong Luo_2017_GFD",0,-1.23173983153056,0.649516173693845,5,"Xudong Luo",2017,"GFD"
"1684","XueSong Li_2017_BEIK",0,-2.43290928074249,-0.639196536081916,10,"XueSong Li",2017,"BEIK"
"1685","XueWen Zhang_2017_SZD",0,-0.467485941704993,-1.01914252855457,9,"XueWen Zhang",2017,"SZD"
"1686","Xuhang Zhu_2017_GFD",0,1.98100717315995,-2.68822514749238,8,"Xuhang Zhu",2017,"GFD"
"1687","Yacai Xie_2017_FUJ",0,-0.374993760067803,0.141161322871885,5,"Yacai Xie",2017,"FUJ"
"1688","Yahui Liu_2017_JIA",0,0.338026765506889,-1.43667402010683,6,"Yahui Liu",2017,"JIA"
"1689","Yan Cao_2017_BFT",0,-2.36879966163869,1.25248308834387,7,"Yan Cao",2017,"BFT"
"1690","Yang Jinmeng_2017_GST",0,-3.37664281610477,0.530400507657575,7,"Yang Jinmeng",2017,"GST"
"1691","Yang Linyi_2017_DON",0,-3.10567685397583,1.42680466437352,7,"Yang Linyi",2017,"DON"
"1692","Yang Yue_2017_SICH",0,-1.49312918117827,-0.462861062492358,9,"Yang Yue",2017,"SICH"
"1693","YanXi Zhu_2017_BSD",0,-2.83926778844036,0.163543574223007,7,"YanXi Zhu",2017,"BSD"
"1694","Yasong Chang_2017_JIA",0,-3.52527117211721,-0.113043047780212,10,"Yasong Chang",2017,"JIA"
"1695","Ye Tian_2017_TIA",0,-2.66447218820384,1.37851593777997,10,"Ye Tian",2017,"TIA"
"1696","Yi Shi_2017_TIA",0,-2.75000672083203,2.01895528806241,5,"Yi Shi",2017,"TIA"
"1697","Yichao Huang_2017_FUJ",0,-3.14269353874411,0.302730934163486,7,"Yichao Huang",2017,"FUJ"
"1698","Yifan Hou_2017_JIA",0,-2.56887975445469,-0.0234857045066522,7,"Yifan Hou",2017,"JIA"
"1699","Ying-Chun Chen_2017_GFD",0,-2.62419134977092,1.6458960429194,7,"Ying-Chun Chen",2017,"GFD"
"1700","Yinglun Shao_2017_GST",0,-1.60369603982118,-2.32214037913539,9,"Yinglun Shao",2017,"GST"
"1701","Yongpeng Zhang_2017_ZCB",0,-0.521936222174275,-2.46275654932161,6,"Yongpeng Zhang",2017,"ZCB"
"1702","Yu Dehao_2017_DON",0,-1.11518323618404,0.03307725680529,5,"Yu Dehao",2017,"DON"
"1703","Yu Liang_2017_BEIK",0,-1.6126236674311,-0.308141573937153,9,"Yu Liang",2017,"BEIK"
"1704","Yu Shulong_2017_BEIK",0,-1.8903791456079,0.267155151652733,10,"Yu Shulong",2017,"BEIK"
"1705","Yuanyu Li_2017_JIA",0,-0.297105194896379,-1.14628975204404,9,"Yuanyu Li",2017,"JIA"
"1706","Yuchen Shi_2017_SDS",0,-2.69755116380326,0.607947504681511,10,"Yuchen Shi",2017,"SDS"
"1707","Yuezhuo Gu_2017_GFD",0,-3.59925522417814,0.328710225433955,7,"Yuezhuo Gu",2017,"GFD"
"1708","Zhai Yi_2017_SDS",0,-0.48971430161269,-0.952790535727887,5,"Zhai Yi",2017,"SDS"
"1709","Zhandong Zhou_2017_GST",0,-3.04592244266147,1.10482988602093,10,"Zhandong Zhou",2017,"GST"
"1710","Zhang Fan_2017_GFD",0,-1.87942234342349,-0.754262449247022,9,"Zhang Fan",2017,"GFD"
"1711","Zhang Hui_2017_SHA",0,-2.71873608204964,-0.31118510538237,7,"Zhang Hui",2017,"SHA"
"1712","Zhang Kai_2017_DON",0,-0.311549720111344,-2.91617252727323,6,"Zhang Kai",2017,"DON"
"1713","Zhang Zuming_2017_BFT",0,-1.67258252090156,0.476190090025849,7,"Zhang Zuming",2017,"BFT"
"1714","Zhao Jiwei_2017_LIA",0,-1.80728601500985,2.32227126902773,5,"Zhao Jiwei",2017,"LIA"
"1715","Zhe Sun_2017_FUJ",0,0.734568168991729,-4.19831977988475,6,"Zhe Sun",2017,"FUJ"
"1716","Zhelin Wang_2017_FUJ",0,3.72926642606405,-1.38982126462054,3,"Zhelin Wang",2017,"FUJ"
"1717","Zheng Liu_2017_ZGL",0,-0.93786083741751,1.02124241050516,4,"Zheng Liu",2017,"ZGL"
"1718","Zheng Wang_2017_BEIK",0,1.56537538124575,-3.11888237434387,6,"Zheng Wang",2017,"BEIK"
"1719","Zhengdong Tang_2017_TONG",0,2.7951962950912,-3.47361312138633,3,"Zhengdong Tang",2017,"TONG"
"1720","Zhennian Zuo_2017_SICH",0,-1.45871825787576,-0.557350292649084,9,"Zhennian Zuo",2017,"SICH"
"1721","Zhi Xuan Liu_2017_LIA",0,-3.18740592745321,1.26962367208024,7,"Zhi Xuan Liu",2017,"LIA"
"1722","Zhihan Zhang_2017_TIA",0,-1.81528606550747,1.10619761615929,7,"Zhihan Zhang",2017,"TIA"
"1723","Zhijiang Xing_2017_SZD",0,-0.934022293580926,-1.05647695715935,9,"Zhijiang Xing",2017,"SZD"
"1724","ZhongHao Xu_2017_BFT",0,2.92484444368211,-1.56336199630061,3,"ZhongHao Xu",2017,"BFT"
"1725","ZhongMian He_2017_DON",0,-0.976225947147275,-0.652224814392653,9,"ZhongMian He",2017,"DON"
"1726","Zhou Peng_2017_GST",0,-0.747071255974793,1.05848173698609,4,"Zhou Peng",2017,"GST"
"1727","Zhun Zheng_2017_GFD",0,-1.14487297722987,-1.58573616539597,9,"Zhun Zheng",2017,"GFD"
"1728","Zijie Shen_2017_DON",0,1.64155520294788,-2.81061751860491,6,"Zijie Shen",2017,"DON"
"1729","Ziming Fan_2017_GFD",0,2.05009879297689,-2.95782364774855,8,"Ziming Fan",2017,"GFD"
"1730","Zirui Wang_2017_XIN",0,-1.40058386675392,0.974838450938251,5,"Zirui Wang",2017,"XIN"
"1731","Zong Zan_2017_QIN",0,0.821997248389052,-1.92288654389033,6,"Zong Zan",2017,"QIN"
"1732","Abudurexiti Abudushalamu_2018_XIN",0,1.0205610978953,0.287376691885461,4,"Abudurexiti Abudushalamu",2018,"XIN"
"1733","Ailun Guo_2018_LIA",0,2.16047396227141,3.62396648110324,1,"Ailun Guo",2018,"LIA"
"1734","Ang Lee_2018_JIL",0,0.077438993368564,-3.01117334057931,6,"Ang Lee",2018,"JIL"
"1735","Azat Aersilan_2018_BFT",0,-1.37695669619474,2.07315478736299,4,"Azat Aersilan",2018,"BFT"
"1736","Biao Qiu_2018_DON",0,-3.03911647981975,-0.86460196407112,7,"Biao Qiu",2018,"DON"
"1737","Biao Zhang_2018_JIL",0,-0.163526107914742,-1.44741508596775,6,"Biao Zhang",2018,"JIL"
"1738","Caibao Zhang_2018_TONG",0,-2.06629957344929,1.21834160984625,5,"Caibao Zhang",2018,"TONG"
"1739","Cairen Zhang_2018_BSD",0,-2.91478763841437,-0.784321661278972,10,"Cairen Zhang",2018,"BSD"
"1740","ChangChun Yu_2018_TONG",0,-2.05136419078458,0.41438857897574,7,"ChangChun Yu",2018,"TONG"
"1741","Changdong Yu_2018_XIN",0,-0.574835939201097,-1.10819196044656,9,"Changdong Yu",2018,"XIN"
"1742","ChangYi Chai_2018_JIL",0,-3.11835380135233,2.15538335561912,7,"ChangYi Chai",2018,"JIL"
"1743","Chen Chen_2018_SICH",0,-1.37325159077501,0.303458751228786,9,"Chen Chen",2018,"SICH"
"1744","Chen Linjian_2018_FUJ",0,-1.05378114732064,1.66375254211458,4,"Chen Linjian",2018,"FUJ"
"1745","Chen Yu_2018_BFT",0,0.735256110703515,-2.19647707101444,6,"Chen Yu",2018,"BFT"
"1746","Cheng Jia_2018_SHA",0,1.24208831353993,-2.03045819780865,6,"Cheng Jia",2018,"SHA"
"1747","Cheng Zhong_2018_LIA",0,-1.29904016648329,-1.69598211202815,9,"Cheng Zhong",2018,"LIA"
"1748","Chengyu Zhang_2018_QIN",0,-1.25823446731149,1.50196476028164,4,"Chengyu Zhang",2018,"QIN"
"1749","Chin-Min Yang_2018_BEIK",0,-2.06493128457404,1.19297128343109,7,"Chin-Min Yang",2018,"BEIK"
"1750","Chou Yi-Hsiang_2018_XIN",0,-3.51784371611923,0.485226392166636,7,"Chou Yi-Hsiang",2018,"XIN"
"1751","Chunjun Zhang_2018_SHA",0,-2.45045923209157,-0.35523954398217,10,"Chunjun Zhang",2018,"SHA"
"1752","Da Meng_2018_SICH",0,-2.70225591249826,1.46626370796594,7,"Da Meng",2018,"SICH"
"1753","Dayu Zhang_2018_ZCB",0,0.497732824080281,-2.24021938273844,6,"Dayu Zhang",2018,"ZCB"
"1754","Dejun Han_2018_LIA",0,3.55409621827519,-2.36818578425605,3,"Dejun Han",2018,"LIA"
"1755","Deshaui Shi_2018_TIA",0,1.19337846930173,0.0480245958976094,4,"Deshaui Shi",2018,"TIA"
"1756","Du Runwang_2018_GST",0,-2.96291224508414,-0.279578952519802,7,"Du Runwang",2018,"GST"
"1757","Duncan Reid_2018_TONG",0,-0.316508122011842,-2.91907690141539,6,"Duncan Reid",2018,"TONG"
"1758","Duo Meng_2018_GST",0,-3.71437539384178,-0.245187927247497,10,"Duo Meng",2018,"GST"
"1759","Fanri Zeng_2018_GST",0,1.27955590873045,-3.86931778121025,8,"Fanri Zeng",2018,"GST"
"1760","Fei Cao_2018_JIA",0,-2.46537195745447,-0.50010028893702,10,"Fei Cao",2018,"JIA"
"1761","Feng Xin_2018_TONG",0,-0.673959917661018,2.61060371431205,5,"Feng Xin",2018,"TONG"
"1762","Gang Yu_2018_TIA",0,-0.935152568909553,-3.47397449050371,8,"Gang Yu",2018,"TIA"
"1763","Gen Li_2018_XIN",0,-1.08058092346764,0.970026167618481,4,"Gen Li",2018,"XIN"
"1764","Guo Xiaopeng_2018_DON",0,-1.795281481006,-0.770054498634486,9,"Guo Xiaopeng",2018,"DON"
"1765","Guo Yifei_2018_TONG",0,-1.57870642402544,-0.159973460482722,9,"Guo Yifei",2018,"TONG"
"1766","Hanchen Luo_2018_SDS",0,0.218680887354512,1.64115421560063,5,"Hanchen Luo",2018,"SDS"
"1767","Hanlin Dong_2018_SDS",0,1.7655221786032,-2.41611079119486,6,"Hanlin Dong",2018,"SDS"
"1768","HanLin Tao_2018_SHA",0,1.80091663637155,-2.24798908663408,6,"HanLin Tao",2018,"SHA"
"1769","Hao Fu_2018_BFT",0,3.50957965954979,-1.07896748351796,3,"Hao Fu",2018,"BFT"
"1770","Haowen Guo_2018_BFT",0,2.84296799167603,0.605060553114355,1,"Haowen Guo",2018,"BFT"
"1771","Haoyang Jing_2018_BEIK",0,-3.57617077707211,-0.32223254507126,7,"Haoyang Jing",2018,"BEIK"
"1772","He Zhongda_2018_FUJ",0,1.32259171170563,-3.5988964025566,8,"He Zhongda",2018,"FUJ"
"1773","Hegi Teng_2018_SZD",0,-2.70254201329904,-1.44268910176003,10,"Hegi Teng",2018,"SZD"
"1774","Henan Sun_2018_BEIK",0,-2.10227130787877,-0.0903851495664209,7,"Henan Sun",2018,"BEIK"
"1775","Heng Yifeng_2018_GFD",0,-3.36263834869339,-0.143291909105018,10,"Heng Yifeng",2018,"GFD"
"1776","Hong Wang_2018_SZD",0,-2.13332418023835,0.423709642639251,5,"Hong Wang",2018,"SZD"
"1777","Hongfei Shi_2018_JIA",0,-2.9789941742662,2.77724572095241,7,"Hongfei Shi",2018,"JIA"
"1778","Honghan Li_2018_SHA",0,-3.54339000671628,0.25804583019393,7,"Honghan Li",2018,"SHA"
"1779","Hou Xingyu_2018_SZD",0,-1.28155368962908,-3.85770075025823,8,"Hou Xingyu",2018,"SZD"
"1780","Huaibo Dai_2018_JIL",0,-1.56647415281894,0.171404569647502,7,"Huaibo Dai",2018,"JIL"
"1781","Huang Rongqi_2018_SICH",0,-1.26069917627369,1.60287323052732,5,"Huang Rongqi",2018,"SICH"
"1782","Huang Xu_2018_SDS",0,-3.21515671529368,0.592305943258844,7,"Huang Xu",2018,"SDS"
"1783","JiaHan Xu_2018_QIN",0,-2.62019352206203,-0.295286991153474,10,"JiaHan Xu",2018,"QIN"
"1784","Jiang Yuxing_2018_JIL",0,-0.858117142206383,-0.36414284234977,5,"Jiang Yuxing",2018,"JIL"
"1785","Jianghuai Li_2018_FUJ",0,-3.26528264607101,-0.477473747007022,10,"Jianghuai Li",2018,"FUJ"
"1786","JiangPeng Duan_2018_BSD",0,-2.44588198793437,0.103917037803254,7,"JiangPeng Duan",2018,"BSD"
"1787","Jianhua Song_2018_TONG",0,-0.965078615694139,0.615356483318852,4,"Jianhua Song",2018,"TONG"
"1788","Jianlian Yi_2018_GST",0,5.48315703944787,-0.543880742239598,2,"Jianlian Yi",2018,"GST"
"1789","Jiao Haolong_2018_QIN",0,-1.96872957826123,-1.32031254897579,9,"Jiao Haolong",2018,"QIN"
"1790","Jin Xin_2018_TIA",0,-1.62846727222665,-1.25333010302814,9,"Jin Xin",2018,"TIA"
"1791","Jing Hanyi_2018_SICH",0,-1.5098569239996,-0.760534524991915,9,"Jing Hanyi",2018,"SICH"
"1792","Jingjia He_2018_TONG",0,-1.87899596443262,-1.06319831582894,10,"Jingjia He",2018,"TONG"
"1793","Jinglong Li_2018_ZGL",0,-3.41792195956012,2.15090295113593,7,"Jinglong Li",2018,"ZGL"
"1794","Jingyu Li_2018_SZD",0,-2.65453673806738,0.715760076783939,7,"Jingyu Li",2018,"SZD"
"1795","JinLin Guo_2018_JIL",0,-2.50129754736062,-1.57286522750798,9,"JinLin Guo",2018,"JIL"
"1796","Jinming Cui_2018_JIL",0,-0.64601035235179,0.80457488480207,5,"Jinming Cui",2018,"JIL"
"1797","Jinqiu Hu_2018_ZGL",0,2.37981588920537,-1.59062699370911,3,"Jinqiu Hu",2018,"ZGL"
"1798","Jinxiao Li_2018_ZGL",0,-0.971307605334332,-3.37758602863954,6,"Jinxiao Li",2018,"ZGL"
"1799","Junfei Ren_2018_GST",0,1.32617802976655,-0.780646841918978,6,"Junfei Ren",2018,"GST"
"1800","Junwei Ren_2018_SZD",0,0.214639762683461,-0.653250562401718,6,"Junwei Ren",2018,"SZD"
"1801","Kai Guo_2018_GFD",0,-0.301612886728103,-2.51029051370437,6,"Kai Guo",2018,"GFD"
"1802","Kai Jiang_2018_ZCB",0,-2.12621143793798,0.139046704119204,10,"Kai Jiang",2018,"ZCB"
"1803","Kai Yang_2018_QIN",0,-2.80417741008804,-0.394208654871598,7,"Kai Yang",2018,"QIN"
"1804","Ke Wu_2018_SHA",0,-0.370639462235213,-1.41411891424097,9,"Ke Wu",2018,"SHA"
"1805","Kelanbaike Makan_2018_XIN",0,-3.02643191619442,0.515155742995564,7,"Kelanbaike Makan",2018,"XIN"
"1806","Kun Si_2018_GFD",0,-2.49067221017825,-1.51559609059893,10,"Kun Si",2018,"GFD"
"1807","Lai Junhao_2018_ZCB",0,0.25494500322421,-1.7640907660449,6,"Lai Junhao",2018,"ZCB"
"1808","Lei Fu_2018_ZCB",0,-2.57755029727791,0.930989695688576,7,"Lei Fu",2018,"ZCB"
"1809","Lei Meng_2018_BFT",0,-0.558870184613455,2.07716683673023,4,"Lei Meng",2018,"BFT"
"1810","Lei Xu_2018_TIA",0,-2.40712554607307,-0.717657341489423,9,"Lei Xu",2018,"TIA"
"1811","Li Keqi_2018_SICH",0,-2.73441148810621,0.856035280313563,10,"Li Keqi",2018,"SICH"
"1812","Li Rongpei_2018_TIA",0,-1.41594064880108,1.36430864380078,4,"Li Rongpei",2018,"TIA"
"1813","Li Yang_2018_TONG",0,-2.58104810986918,0.5035498344076,10,"Li Yang",2018,"TONG"
"1814","Li Yi_2018_JIA",0,0.278147491861274,0.385421170105998,5,"Li Yi",2018,"JIA"
"1815","Liang Cai_2018_SDS",0,-1.25455365905015,-0.0563835325994482,9,"Liang Cai",2018,"SDS"
"1816","Lin Chang_2018_BSD",0,-0.127199572319697,-2.39600835860585,8,"Lin Chang",2018,"BSD"
"1817","Lin Chih-Chieh_2018_ZGL",0,-1.70636083607828,1.45982131656779,7,"Lin Chih-Chieh",2018,"ZGL"
"1818","Lingxu Zeng_2018_XIN",0,-0.711898497585788,0.394562259750318,5,"Lingxu Zeng",2018,"XIN"
"1819","Lingyuan Meng_2018_SDS",0,-2.51405902882285,0.284107199070058,10,"Lingyuan Meng",2018,"SDS"
"1820","Liu Bo_2018_BEIK",0,-1.09332361755461,-3.00950636453583,8,"Liu Bo",2018,"BEIK"
"1821","Liu DaPeng_2018_BEIK",0,-3.3733274769595,-0.769026792505842,7,"Liu DaPeng",2018,"BEIK"
"1822","Liu Guangcen_2018_SZD",0,-1.87101124380477,-0.887270660853546,10,"Liu Guangcen",2018,"SZD"
"1823","Liu Shuai_2018_TIA",0,-2.58314206018881,1.01142088340025,7,"Liu Shuai",2018,"TIA"
"1824","Liu Yunan_2018_XIN",0,-0.50035710210837,-1.80221674309398,6,"Liu Yunan",2018,"XIN"
"1825","Liu Zeyi_2018_ZCB",0,0.994627040898527,-2.91938440621579,6,"Liu Zeyi",2018,"ZCB"
"1826","Long-Mao Hu_2018_FUJ",0,-1.22018332776797,-1.02976249577767,5,"Long-Mao Hu",2018,"FUJ"
"1827","Lu Yiwen_2018_DON",0,-1.71621087913143,0.319423159951574,7,"Lu Yiwen",2018,"DON"
"1828","Luan Xiaojun_2018_TIA",0,-1.67054617820099,-2.9673058209956,9,"Luan Xiaojun",2018,"TIA"
"1829","Luo Kaiwen_2018_BFT",0,-1.33037551773862,-0.26579808580042,9,"Luo Kaiwen",2018,"BFT"
"1830","Max Zhang_2018_SDS",0,1.67255194628598,-3.79934408494226,6,"Max Zhang",2018,"SDS"
"1831","Mengjun Xu_2018_BEIK",0,-3.36913473842124,1.0865177298665,7,"Mengjun Xu",2018,"BEIK"
"1832","Minchen Chong_2018_LIA",0,-3.24690077470121,0.242057050489553,7,"Minchen Chong",2018,"LIA"
"1833","Ming Yang_2018_LIA",0,-1.87158409148238,0.166249475958672,5,"Ming Yang",2018,"LIA"
"1834","Ming-Yu Liu_2018_FUJ",0,-3.14477252585414,-0.627277915239862,10,"Ming-Yu Liu",2018,"FUJ"
"1835","Minghao Zhang_2018_BEIK",0,0.589889254799505,-3.49312104159482,8,"Minghao Zhang",2018,"BEIK"
"1836","Mingxin Ju_2018_GFD",0,-1.11070275546408,-0.408081390724194,9,"Mingxin Ju",2018,"GFD"
"1837","Mingxuan Hu_2018_GST",0,-1.45798807166283,0.577190911324515,5,"Mingxuan Hu",2018,"GST"
"1838","Mingyang Sun_2018_GFD",0,0.857475786293232,-3.20112710877709,8,"Mingyang Sun",2018,"GFD"
"1839","Muhao Li_2018_DON",0,2.39289699992234,-2.42008037351301,3,"Muhao Li",2018,"DON"
"1840","Nan Wu_2018_SHA",0,-2.16650712847249,0.649051702584796,7,"Nan Wu",2018,"SHA"
"1841","Ning Hongyu_2018_BFT",0,-1.11185697236449,-1.86123079919776,9,"Ning Hongyu",2018,"BFT"
"1842","Pan Ning_2018_SHA",0,-1.82831470903543,-0.963229962441195,9,"Pan Ning",2018,"SHA"
"1843","Pengfei Yan_2018_SZD",0,1.029496059565,-2.13081701900602,6,"Pengfei Yan",2018,"SZD"
"1844","Qian Wu_2018_ZCB",0,-0.887963845533246,3.24628859429932,4,"Qian Wu",2018,"ZCB"
"1845","Qiao Wenhan_2018_TONG",0,-1.44605484521203,-0.0638031836930779,9,"Qiao Wenhan",2018,"TONG"
"1846","Qing-Ming Wang_2018_QIN",0,-1.65852356165437,-0.266988423219528,9,"Qing-Ming Wang",2018,"QIN"
"1847","Qingfei Min_2018_SICH",0,-1.76751016189236,-0.581691552551336,9,"Qingfei Min",2018,"SICH"
"1848","QinPeng Zhang_2018_SHA",0,-1.96288788479543,2.39515596898695,4,"QinPeng Zhang",2018,"SHA"
"1849","Quan Gu_2018_DON",0,-0.319068434375548,1.40867885384781,4,"Quan Gu",2018,"DON"
"1850","Quanxi Wu_2018_JIA",0,4.46941144966935,-3.50131863020463,3,"Quanxi Wu",2018,"JIA"
"1851","Ruheng Wang_2018_SHA",0,-2.30274783030586,2.16621815970249,5,"Ruheng Wang",2018,"SHA"
"1852","Rui Zhao_2018_GST",0,-0.313505480842656,1.80533287567324,5,"Rui Zhao",2018,"GST"
"1853","Ruoyu Su_2018_ZGL",0,1.07620940585279,-2.70494447939169,8,"Ruoyu Su",2018,"ZGL"
"1854","Shang Gao_2018_QIN",0,-1.47713561075232,-0.510063190457967,9,"Shang Gao",2018,"QIN"
"1855","Shengwei Wan_2018_GST",0,1.39893161585973,-3.65015877679459,8,"Shengwei Wan",2018,"GST"
"1856","ShiYan Gao_2018_LIA",0,-2.55445979614489,0.991663983763458,10,"ShiYan Gao",2018,"LIA"
"1857","Shuai Yuan_2018_SZD",0,-4.36684907092703,0.895614082912883,7,"Shuai Yuan",2018,"SZD"
"1858","Shuaipeng Cheng_2018_ZCB",0,-1.70449464260364,0.962402959231055,5,"Shuaipeng Cheng",2018,"ZCB"
"1859","Shuo Fang_2018_BSD",0,-1.17755045513061,3.03828088657153,4,"Shuo Fang",2018,"BSD"
"1860","Shuo Han_2018_BFT",0,-0.588442411214607,2.32769923466689,4,"Shuo Han",2018,"BFT"
"1861","Su Wei_2018_GST",0,0.865509716514524,-4.64428307357239,8,"Su Wei",2018,"GST"
"1862","Sun Chunpeng_2018_FUJ",0,-0.750953867076935,-2.89557902981416,6,"Sun Chunpeng",2018,"FUJ"
"1863","Sun Minghui_2018_ZGL",0,-1.17488678389807,1.92642146028121,4,"Sun Minghui",2018,"ZGL"
"1864","TaiLong Zhao_2018_FUJ",0,-2.13081154380418,1.45773470624447,7,"TaiLong Zhao",2018,"FUJ"
"1865","Tal Co_2018_GFD",0,-2.57925631841909,2.87790541197685,7,"Tal Co",2018,"GFD"
"1866","Tang Zihao_2018_SDS",0,-1.45898808218182,-0.715604145611488,9,"Tang Zihao",2018,"SDS"
"1867","Taruike Jianiyou_2018_BSD",0,-0.162854427181412,-3.68263243960188,8,"Taruike Jianiyou",2018,"BSD"
"1868","Tian Guisen_2018_FUJ",0,-2.20106561064464,0.44585510904074,10,"Tian Guisen",2018,"FUJ"
"1869","Tian-ju He_2018_LIA",0,-2.2006796997682,-0.479343770441522,7,"Tian-ju He",2018,"LIA"
"1870","Tianyi Hou_2018_SICH",0,-0.0621050960722832,-2.35335443778622,6,"Tianyi Hou",2018,"SICH"
"1871","Tianyi Liu_2018_JIL",0,-2.59990136745876,0.146559568720079,10,"Tianyi Liu",2018,"JIL"
"1872","Tianyi Yao_2018_GFD",0,-3.30054020765088,0.0626040515939531,10,"Tianyi Yao",2018,"GFD"
"1873","Tianyi Zhao_2018_ZGL",0,-0.631053896447145,-3.19894729466407,8,"Tianyi Zhao",2018,"ZGL"
"1874","Tonghao Hu_2018_BFT",0,-2.07670827730236,-2.54090174115194,10,"Tonghao Hu",2018,"BFT"
"1875","Tonglin Sun_2018_XIN",0,0.810500943907227,-1.82725910020871,6,"Tonglin Sun",2018,"XIN"
"1876","Tursun Mardan_2018_TONG",0,-0.679446934664403,-3.1274211911628,8,"Tursun Mardan",2018,"TONG"
"1877","Wang Rui_2018_TONG",0,-1.98252219015627,-2.16514464635612,9,"Wang Rui",2018,"TONG"
"1878","Wang Tong_2018_SDS",0,1.45526851139736,-1.80537686962032,6,"Wang Tong",2018,"SDS"
"1879","Wang Xu_2018_BSD",0,-2.38826199481353,0.688133728618824,5,"Wang Xu",2018,"BSD"
"1880","Wang Zhengbo_2018_SICH",0,-3.46388909070714,0.571809048561348,10,"Wang Zhengbo",2018,"SICH"
"1881","Wang Zilu_2018_ZCB",0,-2.10453444078536,0.182876654458444,7,"Wang Zilu",2018,"ZCB"
"1882","Wei Liu_2018_TIA",0,-1.37800436185519,-2.59409189031192,6,"Wei Liu",2018,"TIA"
"1883","Wei Liu_2018_JIA",0,-0.524674433148878,-1.37346484754589,9,"Wei Liu",2018,"JIA"
"1884","Wei Liu_2018_SDS",0,-0.731324035019275,-0.393547638192624,9,"Wei Liu",2018,"SDS"
"1885","Wei Lu_2018_SDS",0,-3.24042740444974,0.135622089725678,7,"Wei Lu",2018,"SDS"
"1886","Wei Meng_2018_LIA",0,0.584489494172735,-3.25247535223126,8,"Wei Meng",2018,"LIA"
"1887","Weize Jiang_2018_JIL",0,-3.14619923148027,1.87542816751133,7,"Weize Jiang",2018,"JIL"
"1888","Wen-Ting Tseng_2018_SICH",0,-3.40242405212242,-1.11934939681952,7,"Wen-Ting Tseng",2018,"SICH"
"1889","Xiang Tianyu_2018_BFT",0,-0.749347439331133,1.4492916113232,5,"Xiang Tianyu",2018,"BFT"
"1890","XiangLong Meng_2018_TIA",0,-2.74943505356659,1.11234213463652,7,"XiangLong Meng",2018,"TIA"
"1891","Xiaochuan Di_2018_BSD",0,1.56207269666645,0.535923246525965,4,"Xiaochuan Di",2018,"BSD"
"1892","XiaoDong Chen_2018_SICH",0,-1.34459998710775,-1.88728820429047,9,"XiaoDong Chen",2018,"SICH"
"1893","Xiaohui Wang_2018_BSD",0,-3.41646344094898,0.430174317695358,7,"Xiaohui Wang",2018,"BSD"
"1894","Xiaotian Lin_2018_ZCB",0,-2.73636253580915,-0.450940607111316,10,"Xiaotian Lin",2018,"ZCB"
"1895","Xiaoxu Li_2018_LIA",0,-0.798196413635123,-0.985210214991079,9,"Xiaoxu Li",2018,"LIA"
"1896","XiaoYu Liu_2018_BSD",0,-0.508909413789327,1.48349050359535,5,"XiaoYu Liu",2018,"BSD"
"1897","Xin Sun_2018_JIA",0,-1.31808555473317,-1.98421310735643,8,"Xin Sun",2018,"JIA"
"1898","Xining He_2018_DON",0,-1.5113590129533,0.473568915040637,7,"Xining He",2018,"DON"
"1899","Xinkai Wang_2018_GST",0,-3.86374586880878,-0.410448038717359,7,"Xinkai Wang",2018,"GST"
"1900","Xu Jie_2018_GST",0,-2.540545723151,0.885456658134441,10,"Xu Jie",2018,"GST"
"1901","Xudong Luo_2018_SDS",0,-0.680937836514186,0.93709271088772,5,"Xudong Luo",2018,"SDS"
"1902","Xuhang Zhu_2018_ZCB",0,0.222856520754876,-1.092104420074,9,"Xuhang Zhu",2018,"ZCB"
"1903","Yacai Xie_2018_FUJ",0,-2.80289883943981,-1.1333739797668,10,"Yacai Xie",2018,"FUJ"
"1904","Yan Cao_2018_BFT",0,-3.26865389186193,0.883428205098958,7,"Yan Cao",2018,"BFT"
"1905","Yan Peng_2018_SDS",0,-2.58689635729923,-0.355908040373397,7,"Yan Peng",2018,"SDS"
"1906","Yan Shouqi_2018_LIA",0,-1.3966576067439,0.21915322276142,5,"Yan Shouqi",2018,"LIA"
"1907","Yang Jinmeng_2018_QIN",0,-2.83465297493894,0.780331984462961,7,"Yang Jinmeng",2018,"QIN"
"1908","Yang Linyi_2018_DON",0,-2.18983036325519,1.6830340079817,7,"Yang Linyi",2018,"DON"
"1909","Yang Yue_2018_SICH",0,-1.75032564351306,0.259180310448593,7,"Yang Yue",2018,"SICH"
"1910","YanXi Zhu_2018_BSD",0,-3.03371424937568,0.47159509486435,7,"YanXi Zhu",2018,"BSD"
"1911","Yasong Chang_2018_BEIK",0,-2.23688048363629,-0.283141803711411,10,"Yasong Chang",2018,"BEIK"
"1912","Ye Tian_2018_TIA",0,-3.52574943624306,0.00255119756116187,10,"Ye Tian",2018,"TIA"
